"X","Y","OBJECTID","NAME","ADDRESS","PHONENUMBER","WEBSITE","FACEBOOK","TWITTER","SPORTSHALL","HALL","STAGE","MEETINGROOMS","WIFI","COFFEEDOCK","ITFACILITIES","CHILDCARECRECHE","PARKING","DISABILITYACCESS","OUTDOORFACILITIES","PLAYAREA","SUMMARYACTIVITIES","Creator","CreationDate","Editor","EditorDate","SDCCOwned","PrimaryActivity","EMAIL","LAT","LONG"
"707062.9729","728217.8522","10407","FETTERCAIRN HORSE PROJECT","Fettercairn Road, Tallaght, Dublin 24","462 7214","http://fyhp.ie/","na","na","No","No","No","No","No","No","No","No","No","No","Yes","No","Horse Project","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","Yes","SportsRecreationClubs","","+53.29343551","-6.39405558"
"709853.3971","729480.3051","10806","Kilnamanagh Football Club","Treepark Road, Kilnamanagh, Dublin 24","+353","http://www.kafc.ie/","http://www.facebook.com/","","No","No","No","No","No","No","No","No","No","No","No","No","Football Club","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","Yes","SportsRecreationClubs","","+53.30420570","-6.35178127"
"702436.1952","735092.4903","14808","Clondalkin Canoe Facility","South County Dublin Leisure Services","+353","","http://www.facebook.com/","@","No","No","No","No","No","No","No","No","No","No","No","No","Canoeing","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","Yes","SportsRecreationClubs","","+53.35610941","-6.46120835"
"703242.9184","734087.626499999","14809","Lucan Harriers Athletic CLub","Newcastle Road,  Lucan,  Co Dublin","+353","http://www.lucanharriers.com/","http://www.facebook.com/","@","No","No","No","No","No","No","No","No","No","No","No","No","Athletics Fitness Sport","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","Yes","SportsRecreationClubs","","+53.34692527","-6.44942234"
"705488.4273","734975.6087","14810","Esker Celtic Football Club","Griffeen Park, Lucan, Co. Dublin","+353","http://eskerceltic.ie/","http://www.facebook.com/","@","No","No","No","No","No","No","No","No","No","No","No","No","Soccer, Football, Fitness","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","Yes","SportsRecreationClubs","","+53.35445959","-6.41541576"
"709614.6785","728197.1088","16010","Astro Park Tallaght","Greenhills Road","(01) 459 9822","http://astropark.ie/","http://www.facebook.com/","@","No","No","No","No","No","No","No","No","No","No","No","No","","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","No","SportsRecreationClubs","info@astropark.ie","+53.29272779","-6.35580422"
"704403.2744","730614.8256","29219","Grange Castle Golf Club","New Nangor Road, Clondalkin, Dublin 22, Co. Dublin, Ireland","(01) 4641043","http://www.grangecastlegc.com/","http://www.facebook.com/","@","No","No","No","No","No","No","No","No","No","No","No","No","Golf Course","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","Yes","SportsRecreationClubs","","+53.31549942","-6.43314624"
"706309.1324","726583.427200001","29220","Jobstown All Weather Pitch","Jobstown, Tallaght, Dublin 24","087 6755474","http://","http://www.facebook.com/","@","No","No","No","No","No","No","No","No","No","No","No","No","Football, Soccer","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","Yes","SportsRecreationClubs","","+53.27890428","-6.40590507"
"715156.9046","725098.530200001","29221","Kilmashogue Golf Club","St. Columba's College, Whitechurch, Dublin 16","01 495 2237","http://www.kilmashoguegc.ie/","http://www.facebook.com/","@","No","No","No","No","No","No","No","No","No","No","No","No","Golf","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","Yes","SportsRecreationClubs","","+53.26371876","-6.27383458"
"701492.3739","729261.0843","29222","Peamount United fC","Greenogue, Newcastle, Co. Dublin","+353","http://www.peamount.com/","http://www.facebook.com/","@","No","No","No","No","No","No","No","No","No","No","No","No","Soccer, Fitness, Sport Football","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","Yes","SportsRecreationClubs","","+53.30390331","-6.47724794"
"712364.5694","729991.0725","29224","Leinster Badminton Union","Whitehall Road, Dublin 12","01 4505966","http://leinsterbadminton.com/","http://www.facebook.com/","@","No","No","No","No","No","No","No","No","No","No","No","No","Badminton, Sports, Fitness","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","Yes","SportsRecreationClubs","","+53.30826755","-6.31394101"
"703023.5885","724961.7575","29620","Eagles Rifle and Pistol Target Club","Lugg Hill, Saggart, Co. Dublin","+353","http://www.eaglerifleandpistolclub.com/","http://www.facebook.com/","@","No","No","No","No","No","No","No","No","No","No","No","No","Shooting","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","Yes","SportsRecreationClubs","","+53.26498381","-6.45567679"
"715551.4562","724700.5022","30021","Stackstown Golf Club","Stackstown Golf Club Kellystown Road Rathfarnham Dublin 16","1 494 1993","http://www.stackstowngolfclub.ie/","http://www.facebook.com/","@","No","No","No","No","No","No","No","No","No","No","No","No","Golf","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","Yes","SportsRecreationClubs","","+53.26005756","-6.26806783"
"705908.125","733523.675000001","30023","South Dublin Football League","Ballyowen Park  Lucan  Co Dublin","01 4578020/25","http://www.sdfl.ie/","http://www.facebook.com/","@","No","No","No","No","No","No","No","No","No","No","No","No","Soccer Football","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","Yes","SportsRecreationClubs","","+53.34133235","-6.40959959"
"707631.8038","725963.0451","30024","Sacred Heart Football Club","Killinarden, Tallaght, Dublin 24","+353","http://","http://www.facebook.com/","@","No","No","No","No","No","No","No","No","No","No","No","No","All weather facility, soccer, football","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","Yes","SportsRecreationClubs","","+53.27306440","-6.38629028"
"707432.6279","727875.982000001","30417","Glennane Hockey Club","Glenanne Park, St. Marks Community School, Tallaght 24.","+353","http://www.glenannehockeyclub.com/","http://www.facebook.com/","@","No","No","No","No","No","No","No","No","No","No","No","No","Hockey","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","SouthDublinCoCoMaps","2021/04/13 15:48:57.163+00","Yes","SportsRecreationClubs","","+53.29028957","-6.38862875"
